query,status_code,response_time_ms
allComments,200,26.715993881225586
allComments,200,26.25107765197754
allComments,200,29.068708419799805
allComments,200,17.81487464904785
allComments,200,17.03190803527832
allComments,200,16.79205894470215
allComments,200,16.368865966796875
allComments,200,18.065929412841797
allComments,200,16.958951950073242
allComments,200,15.996217727661133
allComments,200,17.448902130126953
allComments,200,17.264842987060547
allComments,200,16.000032424926758
allComments,200,16.057729721069336
allComments,200,16.170024871826172
allComments,200,15.525102615356445
allComments,200,15.93017578125
allComments,200,15.864133834838867
allComments,200,15.388011932373047
allComments,200,16.422748565673828
allComments,200,15.658855438232422
allComments,200,15.980958938598633
allComments,200,15.938758850097656
allComments,200,15.861034393310547
allComments,200,15.732049942016602
allComments,200,16.108989715576172
allComments,200,15.78974723815918
allComments,200,15.90418815612793
allComments,200,16.083955764770508
allComments,200,16.045093536376953
allComments,200,16.64900779724121
allComments,200,15.990972518920898
allComments,200,16.119718551635742
allComments,200,16.092300415039062
allComments,200,16.112089157104492
allComments,200,16.35289192199707
allComments,200,16.943931579589844
allComments,200,16.23988151550293
allComments,200,16.40915870666504
allComments,200,15.882015228271484
allComments,200,17.903804779052734
allComments,200,15.749216079711914
allComments,200,16.710996627807617
allComments,200,15.635013580322266
allComments,200,15.503883361816406
allComments,200,15.400886535644531
allComments,200,16.68715476989746
allComments,200,15.468835830688477
allComments,200,15.711069107055664
allComments,200,15.71798324584961
allComments,200,15.815973281860352
allComments,200,15.82479476928711
allComments,200,15.790224075317383
allComments,200,15.781879425048828
allComments,200,16.03078842163086
allComments,200,15.649080276489258
allComments,200,15.88892936706543
allComments,200,15.451192855834961
allComments,200,15.93780517578125
allComments,200,15.551090240478516
allComments,200,15.613317489624023
allComments,200,15.573740005493164
allComments,200,15.974044799804688
allComments,200,15.511751174926758
allComments,200,16.109228134155273
allComments,200,15.824079513549805
allComments,200,16.442298889160156
allComments,200,16.376018524169922
allComments,200,15.73324203491211
allComments,200,16.03412628173828
allComments,200,15.727996826171875
allComments,200,15.752792358398438
allComments,200,15.436649322509766
allComments,200,15.794038772583008
allComments,200,15.637874603271484
allComments,200,15.796899795532227
allComments,200,15.473127365112305
allComments,200,15.810728073120117
allComments,200,15.355110168457031
allComments,200,15.963077545166016
allComments,200,15.470743179321289
allComments,200,15.826225280761719
allComments,200,15.259027481079102
allComments,200,15.676021575927734
allComments,200,16.31617546081543
allComments,200,15.88129997253418
allComments,200,15.479087829589844
allComments,200,15.577077865600586
allComments,200,16.31903648376465
allComments,200,15.777826309204102
allComments,200,15.261173248291016
allComments,200,15.59305191040039
allComments,200,15.555858612060547
allComments,200,15.626907348632812
allComments,200,15.662908554077148
allComments,200,15.683889389038086
allComments,200,15.567779541015625
allComments,200,15.755891799926758
