query,status_code,response_time_ms
allComments,200,21.574974060058594
allComments,200,15.627145767211914
allComments,200,16.36791229248047
allComments,200,15.33198356628418
allComments,200,15.239953994750977
allComments,200,13.350963592529297
allComments,200,15.279769897460938
allComments,200,16.436100006103516
allComments,200,12.74418830871582
allComments,200,13.213157653808594
allComments,200,13.348817825317383
allComments,200,12.994050979614258
allComments,200,12.930870056152344
allComments,200,12.882232666015625
allComments,200,12.948989868164062
allComments,200,12.735843658447266
allComments,200,12.946844100952148
allComments,200,12.57014274597168
allComments,200,14.312028884887695
allComments,200,13.76795768737793
allComments,200,12.79306411743164
allComments,200,13.265848159790039
allComments,200,13.00501823425293
allComments,200,13.212919235229492
allComments,200,12.914896011352539
allComments,200,13.151168823242188
allComments,200,12.954950332641602
allComments,200,12.70294189453125
allComments,200,12.737035751342773
allComments,200,12.334108352661133
allComments,200,12.395620346069336
allComments,200,12.819051742553711
allComments,200,13.498067855834961
allComments,200,12.836694717407227
allComments,200,12.764930725097656
allComments,200,12.70294189453125
allComments,200,12.945175170898438
allComments,200,12.93492317199707
allComments,200,13.199090957641602
allComments,200,12.762069702148438
allComments,200,12.664079666137695
allComments,200,13.190269470214844
allComments,200,12.923955917358398
allComments,200,13.134956359863281
allComments,200,13.23699951171875
allComments,200,12.969970703125
allComments,200,12.984991073608398
allComments,200,13.074874877929688
allComments,200,13.01717758178711
allComments,200,12.418746948242188
allComments,200,12.411117553710938
allComments,200,13.046741485595703
allComments,200,13.064146041870117
allComments,200,12.647867202758789
allComments,200,12.833118438720703
allComments,200,12.837886810302734
allComments,200,13.244867324829102
allComments,200,12.944221496582031
allComments,200,12.948274612426758
allComments,200,12.334823608398438
allComments,200,12.315034866333008
allComments,200,12.957096099853516
allComments,200,13.110637664794922
allComments,200,12.943029403686523
allComments,200,12.799978256225586
allComments,200,12.878894805908203
allComments,200,12.70604133605957
allComments,200,13.356208801269531
allComments,200,13.20195198059082
allComments,200,12.23301887512207
allComments,200,12.53199577331543
allComments,200,13.051986694335938
allComments,200,13.080120086669922
allComments,200,12.778997421264648
allComments,200,12.77780532836914
allComments,200,12.677907943725586
allComments,200,13.05389404296875
allComments,200,12.981176376342773
allComments,200,13.178110122680664
allComments,200,12.742042541503906
allComments,200,13.106822967529297
allComments,200,13.22793960571289
allComments,200,12.70604133605957
allComments,200,12.835025787353516
allComments,200,13.258934020996094
allComments,200,12.803792953491211
allComments,200,13.050079345703125
allComments,200,12.979745864868164
allComments,200,12.643814086914062
allComments,200,12.253046035766602
allComments,200,12.235879898071289
allComments,200,13.10586929321289
allComments,200,13.32402229309082
allComments,200,13.008832931518555
allComments,200,13.146162033081055
allComments,200,12.790918350219727
allComments,200,13.283252716064453
allComments,200,20.84207534790039
allComments,200,14.148950576782227
allComments,200,12.853145599365234
commentById,200,8.647918701171875
commentById,200,7.537126541137695
commentById,200,7.038354873657227
commentById,200,7.1697235107421875
commentById,200,7.951021194458008
commentById,200,6.913661956787109
commentById,200,6.938934326171875
commentById,200,6.94584846496582
commentById,200,8.226871490478516
commentById,200,9.105920791625977
commentById,200,7.087230682373047
commentById,200,7.110834121704102
commentById,200,6.983757019042969
commentById,200,8.122920989990234
commentById,200,7.5168609619140625
commentById,200,6.955146789550781
commentById,200,7.035732269287109
commentById,200,8.07809829711914
commentById,200,9.226322174072266
commentById,200,6.905078887939453
commentById,200,6.920099258422852
commentById,200,7.211923599243164
commentById,200,7.624149322509766
commentById,200,6.789207458496094
commentById,200,6.946802139282227
commentById,200,6.879091262817383
commentById,200,8.018255233764648
commentById,200,8.828878402709961
commentById,200,6.924152374267578
commentById,200,6.949186325073242
commentById,200,8.233070373535156
commentById,200,12.00413703918457
commentById,200,9.785890579223633
commentById,200,6.90007209777832
commentById,200,7.082939147949219
commentById,200,8.848905563354492
commentById,200,8.373022079467773
commentById,200,7.31205940246582
commentById,200,6.945133209228516
commentById,200,6.989002227783203
commentById,200,6.85882568359375
commentById,200,7.359027862548828
commentById,200,9.126901626586914
commentById,200,7.0590972900390625
commentById,200,6.93511962890625
commentById,200,6.939888000488281
commentById,200,7.831096649169922
commentById,200,7.001161575317383
commentById,200,6.730079650878906
commentById,200,6.895780563354492
commentById,200,7.78508186340332
commentById,200,8.927106857299805
commentById,200,6.8569183349609375
commentById,200,6.602048873901367
commentById,200,6.9732666015625
commentById,200,7.897853851318359
commentById,200,6.880998611450195
commentById,200,6.524801254272461
commentById,200,6.966114044189453
commentById,200,8.082866668701172
commentById,200,8.032083511352539
commentById,200,7.4329376220703125
commentById,200,6.939888000488281
commentById,200,7.068157196044922
commentById,200,6.780862808227539
commentById,200,7.502079010009766
commentById,200,8.82411003112793
commentById,200,6.884098052978516
commentById,200,6.804943084716797
commentById,200,6.814002990722656
commentById,200,7.60197639465332
commentById,200,6.682157516479492
commentById,200,6.904840469360352
commentById,200,6.968975067138672
commentById,200,8.140087127685547
commentById,200,9.034156799316406
commentById,200,6.949186325073242
commentById,200,6.894826889038086
commentById,200,6.632328033447266
commentById,200,7.934093475341797
commentById,200,6.888866424560547
commentById,200,6.81304931640625
commentById,200,6.78706169128418
commentById,200,7.936716079711914
commentById,200,9.051084518432617
commentById,200,7.351160049438477
commentById,200,6.9332122802734375
